0.000000	6.971025	ELAMAT_F
0.000000	59.988753	DENNAN_M
0.000000	59.988753	PHYALB_M
0.000000	59.988753	LEPPOD_M
0.188941	10.486223	LEPLAB_F
2.727835	3.920525	BOARAN_F
6.778257	7.687535	BOARAN_F
8.089035	8.797563	BOARAN_F
11.713219	16.360569	ELAMAT_F
16.178069	16.579569	BOARAN_F
17.725023	18.280037	SCINAS_F
19.838800	22.620265	ELAMAT_F
19.838800	20.240300	BOARAN_F
20.559138	20.937019	BOARAN_F
20.653608	21.551078	SCINAS_F
21.208622	32.545079	LEPLAB_F
23.735707	24.963824	SCINAS_F
25.655269	35.107591	ELAMAT_F
26.404498	33.926710	SCINAS_F
35.107591	38.768322	SCINAS_F
36.654545	59.185754	LEPLAB_F
38.079817	41.019977	ELAMAT_F
42.063260	46.550327	ELAMAT_F
46.550327	51.061293	SCINAS_F
48.593252	48.935707	BOARAN_F
49.223973	54.867183	ELAMAT_F
51.781630	52.265791	BOARAN_F
52.360262	59.906091	SCINAS_F
57.617656	59.906091	ELAMAT_F
