0.000000	60.018594	PITAZU_M
0.000000	60.208376	SCIFUV_F
0.000000	60.018594	DENMIN_M
0.000000	60.018594	DENNAN_M
0.071168	0.391426	PHYSAU_F
1.039692	3.166335	PHYALB_F
2.823009	3.166335	PHYSAU_F
4.625939	4.969919	PHYSAU_F
5.623790	8.648349	PHYALB_F
7.769205	8.089463	PHYSAU_F
9.085819	9.702611	PHYSAU_F
10.444181	11.956460	PHYALB_F
13.421481	15.075537	PHYALB_F
15.455381	15.740054	PHYSAU_F
16.635075	21.266431	PHYALB_F
22.967745	24.905354	PHYALB_F
26.134081	27.740878	PHYALB_F
29.489451	31.379800	PHYALB_F
31.551277	31.990148	PHYSAU_F
32.844821	34.593394	PHYALB_F
36.556780	36.948206	PHYSAU_F
37.192625	48.676498	PHYALB_F
40.162640	40.589650	PHYSAU_F
44.812302	45.298619	PHYSAU_F
48.489331	49.331489	PHYSAU_F
50.661364	53.449630	PHYALB_F
53.708339	54.455606	PHYSAU_F
54.772874	56.474189	PHYALB_F
55.475685	55.855249	PHYSAU_F
58.884384	59.829559	PHYALB_F
