0.439515	0.572772	UND
\	892.500610	2782.500488
0.558745	1.012286	BOAPRA_OVL
\	787.500610	2100.000488
1.168922	1.781437	BOAPRA_OVL
\	787.500610	2310.000488
1.405044	1.613112	UND
\	-1.000000	2625.000488
1.844558	1.975478	BOABIS_CLR
\	735.000610	2940.000732
2.012883	2.422006	BOAPRA_OVL
\	-1.000000	2362.500488
2.529546	2.924642	BOAPRA_OVL
\	630.000610	2310.000488
2.966723	3.354805	UND
\	787.500610	3622.500488
3.188818	4.458267	BOAPRA_OVL
\	682.500610	2572.500488
3.188818	3.462346	UND
\	-1.000000	2100.000488
4.598538	5.031039	BOAPRA_OVL
\	682.500610	2362.500488
5.152607	5.412107	UND
\	840.000671	3045.000732
5.428472	5.557054	BOABIS_CLR
\	682.500610	3097.500732
5.610824	5.856297	UND
\	3780.000488	6667.500000
6.800786	7.043922	UND
\	840.000671	3255.000488
7.726572	8.053870	UND
\	735.000610	3937.500488
8.626642	8.759899	UND
\	682.500610	3307.500488
8.872115	8.998359	BOABIS_CLR
\	-1.000000	3307.500488
9.440211	9.900766	UND
\	-1.000000	2887.500732
9.491644	9.886739	UND
\	2677.500488	3675.000488
10.251443	10.489903	UND
\	735.000610	3727.500488
10.924742	11.373608	UND
\	997.500610	3517.500488
22.428058	22.821127	UND
\	997.500610	3885.000488
23.269688	23.676630	UND
\	-1.000000	3150.000488
23.880102	24.171435	UND
\	787.500610	2782.500488
24.199181	24.356409	BOABIS_CLR
\	682.500610	2940.000732
24.546007	25.022314	UND
\	-1.000000	3045.000732
25.517119	25.891690	UND
\	735.000610	3360.000488
28.652422	28.860518	UND
\	-1.000000	2730.000488
28.860518	29.128730	UND
\	1102.500610	3517.500488
29.544920	29.831630	UND
\	1155.000488	3360.000488
29.928741	30.062847	BOABIS_CLR
\	-1.000000	2782.500488
30.150709	30.446667	UND
\	682.500610	2782.500488
31.473271	32.398139	BOAPRA_FAR
\	-1.000000	2467.500488
38.414408	38.983202	UND
\	682.500610	4147.500488
39.163551	39.427139	UND
\	-1.000000	2835.000488
39.519626	39.704599	UND
\	1050.000610	3465.000488
39.658356	39.792462	BOABIS_CLR
\	-1.000000	2940.000732
40.264145	40.476865	UND
\	997.500610	3307.500488
40.421372	40.814441	BOAPRA_FAR
\	-1.000000	2310.000488
41.027161	41.313870	UND
\	892.500610	3045.000732
41.313870	41.595955	UND
\	892.500610	3255.000488
47.848065	48.116277	UND
\	682.500610	2572.500488
48.222637	49.591442	BOAPRA_OVL
\	735.000610	2362.500488
50.012258	50.206480	UND
\	630.000610	2887.500732
50.137115	50.261972	BOABIS_CLR
\	-1.000000	3045.000732
50.238850	50.534808	UND
\	-1.000000	3675.000488
50.863136	51.237708	UND
\	-1.000000	3307.500488
51.931359	52.190323	UND
\	892.500610	4357.500000
52.009973	53.022704	 BOAPRA_OVL
\	735.000610	2415.000488
52.370672	52.814609	UND
\	1627.500488	4462.500000
55.973034	56.592696	BOAPRA_FAR
\	-1.000000	2257.500488
56.310611	56.712929	UND
\	2677.500488	3937.500488
56.634315	56.930273	UND
\	-1.000000	2625.000488
57.013511	57.212358	UND
\	735.000610	2520.000488
57.212358	57.314093	BOABIS_CLR
\	-1.000000	2730.000488
57.314093	57.966126	BOAPRA_FAR
\	735.000610	2310.000488
58.067861	58.410062	UND
\	630.000610	4095.000488
58.451681	59.626264	BOAPRA_OVL
\	682.500610	2205.000488
61.337271	63.533833	BOAPRA_FAR
\	945.000610	2310.000488
61.360392	61.804329	UND
\	1470.000488	4882.500000
62.336129	62.433240	UND
\	1096.457397	1493.040161
63.224002	63.307240	UND
\	937.824341	1532.698242
63.533833	66.391676	BOAPRA_FAR
\	-1.000000	2415.000488
63.533833	63.649442	BOABIS_CLR
