0.000000	28.589661	DENMIN_OVL
\	3520.588379	5234.559082
0.000000	1.012440	PHYGRA_OVL
\	-1.000000	3381.617676
0.017531	0.859040	SCIGRA_OVL
\	833.823547	3613.235352
0.885337	1.284177	SCIGRA_OVL
\	833.823547	3427.941406
1.130492	3.238918	PHYGRA_OVL
\	-1.000000	2918.382568
1.428812	1.805737	SCIGRA_OVL
\	1111.764771	3891.176514
1.902160	2.274703	SCIGRA_OVL
\	972.794128	3427.941406
2.257172	2.980343	SCIGRA_OVL
\	1065.441162	3427.941406
3.238918	3.479989	PSECAR_OVL
\	509.558838	2872.059082
3.782406	3.957720	PSECAR_OVL
\	555.882385	2825.735352
4.122859	4.402866	PHYCUV_OVL
\	-1.000000	1297.058838
4.141800	4.431069	PSECAR_OVL
\	1065.441162	2964.706055
4.808393	5.049778	PHYCUV_OVL
\	-1.000000	1389.705933
4.999200	6.673423	PHYGRA_OVL
\	-1.000000	2547.794189
5.132326	5.373383	PSECAR_OVL
\	926.470642	2918.382568
5.430361	5.978218	SCIGRA_OVL
\	926.470642	3381.617676
5.464961	5.754623	PHYCUV_OVL
\	-1.000000	1250.735352
6.096555	6.363909	PSECAR_OVL
\	972.794128	2686.764648
6.218082	6.440157	PHYCUV_OVL
\	-1.000000	1111.764771
6.302549	6.775898	SCIGRA_OVL
\	833.823547	3613.235352
6.874650	7.178037	PHYCUV_OVL
\	-1.000000	1436.029541
7.130909	7.398264	PSECAR_OVL
\	833.823547	3288.970703
7.178037	8.887466	PHYGRA_OVL
\	-1.000000	2269.853027
7.481538	8.515892	SCIGRA_OVL
\	741.176514	2918.382568
7.550529	7.859502	PHYCUV_OVL
\	-1.000000	1297.058838
8.429171	8.738144	PHYCUV_OVL
\	-1.000000	1343.382324
8.546572	8.980475	SCIGRA_OVL
\	972.794128	3288.970703
9.095394	9.375401	PHYCUV_OVL
\	-1.000000	1204.411743
9.559012	9.786921	SCIGRA_OVL
\	880.147095	3566.911865
9.736313	11.124979	PHYGRA_OVL
\	-1.000000	2038.235352
9.993347	10.225076	PHYCUV_OVL
\	-1.000000	880.147095
10.076190	10.290950	PSECAR_OVL
\	694.852966	3288.970703
10.649914	10.910610	PHYCUV_OVL
\	-1.000000	1158.088257
10.667875	11.124979	SCIGRA_OVL
\	880.147095	3566.911865
11.065097	11.325793	PHYCUV_OVL
\	-1.000000	1297.058838
11.480279	11.721664	PHYCUV_OVL
\	-1.000000	1204.411743
11.689081	11.912607	SCIGRA_OVL
\	694.852966	3566.911865
11.891680	13.972724	PHYGRA_OVL
\	-1.000000	2408.823486
12.185124	12.445820	PHYCUV_OVL
\	-1.000000	1111.764771
12.688373	12.938195	SCIGRA_OVL
\	880.147095	3474.264893
12.706516	13.102388	PHYCUV_OVL
\	-1.000000	1204.411743
12.938195	14.145172	SCIGRA_OVL
\	833.823547	3288.970703
13.478949	13.923097	PHYCUV_OVL
\	-1.000000	1204.411743
14.112801	14.387368	SCIGRA_OVL
\	926.470642	3566.911865
14.145172	14.454145	PHYCUV_OVL
\	-1.000000	1019.117676
14.387368	15.525683	PHYGRA_OVL
\	-1.000000	2177.205811
14.387368	15.598590	SCIGRA_OVL
\	1111.764771	3474.264893
14.840361	15.265199	PHYCUV_OVL
\	-1.000000	1343.382324
15.525683	15.873490	PHYCUV_OVL
\	-1.000000	1204.411743
15.598590	15.873490	SCIGRA_OVL
\	741.176514	3381.617676
15.909033	17.395493	PHYGRA_OVL
\	-1.000000	2594.117676
15.909033	18.223922	SCIGRA_OVL
\	1111.764771	3196.323730
16.027976	16.346605	PHYCUV_OVL
\	-1.000000	1204.411743
16.481780	16.742476	PHYCUV_OVL
\	-1.000000	1343.382324
16.848686	17.041794	PHYCUV_OVL
\	-1.000000	1575.000122
17.350767	17.765949	PHYCUV_OVL
\	-1.000000	1158.088257
18.026645	18.528727	PHYCUV_OVL
\	-1.000000	1204.411743
18.399236	18.841905	SCIGRA_OVL
\	926.470642	3520.588379
18.803719	20.657882	PHYGRA_OVL
\	-1.000000	2408.823486
18.868202	19.135556	SCIGRA_OVL
\	833.823547	3427.941406
19.252882	19.571511	PHYCUV_OVL
\	-1.000000	1297.058838
19.284573	19.718476	SCIGRA_OVL
\	694.852966	3427.941406
19.639098	19.938416	PHYCUV_OVL
\	-1.000000	1158.088257
20.006004	20.266700	PHYCUV_OVL
\	-1.000000	926.470642
20.006004	20.349608	SCIGRA_OVL
\	972.794128	3196.323730
20.450413	20.759126	SCIGRA_OVL
\	1019.117676	3520.588379
20.537051	20.710849	PHYCUV_OVL
\	-1.000000	1204.411743
20.759126	21.029477	PHYCUV_OVL
\	-1.000000	972.794128
20.759126	21.852928	SCIGRA_OVL
\	972.794128	3057.353027
21.135687	21.454315	PHYCUV_OVL
\	-1.000000	1158.088257
21.494994	22.922777	PHYGRA_OVL
\	-1.000000	2686.764648
21.852928	22.111516	SCIGRA_OVL
\	1019.117676	3057.353027
21.917775	22.217092	PHYCUV_OVL
\	-1.000000	1111.764771
22.129048	22.922777	SCIGRA_OVL
\	1111.764771	3057.353027
22.217092	22.555031	PHYCUV_OVL
\	-1.000000	1389.705933
22.777106	23.259876	PHYCUV_OVL
\	-1.000000	1250.735352
23.036299	23.316802	SCIGRA_OVL
\	880.147095	3103.676514
