1.034258	3.739241	PHYCUV_CLR
\	361.842102	3108.552734
5.107645	6.412401	PHYCUV_CLR
\	263.157898	3190.789551
9.928879	12.156513	PHYCUV_CLR
\	378.289490	3289.473633
14.766026	22.610477	PHYCUV_CLR
\	328.947388	3273.026367
31.775596	34.687431	PHYCUV_CLR
\	328.947388	2812.500000
38.649436	45.905155	PHYCUV_CLR
\	312.500000	3042.763184
53.606402	55.181656	PHYCUV_CLR
\	378.289490	3092.105469
58.188961	61.530411	PHYCUV_CLR
\	378.289490	3338.815918
65.762914	67.194964	PHYCUV_CLR
\	345.394714	3470.394531
69.024806	70.361385	PHYCUV_CLR
\	328.947388	3421.052734
71.061499	73.639189	PHYCUV_CLR
\	345.394714	3519.736816
74.323390	78.380865	PHYCUV_CLR
\	361.842102	3503.289551
79.208272	84.841001	PHYCUV_CLR
\	279.605255	3453.947266
86.829959	91.237491	PHYCUV_CLR
\	411.184204	3569.079102
