1.422590	1.559708	Ade_mar
2.099606	2.236723	Ade_mar
3.457923	3.734300	Isc_par
3.924978	4.182073	Ade_mar
6.101713	6.247400	Ade_mar
6.750877	7.282206	Isc_par
7.513591	7.959222	Isc_par
8.432705	8.578392	Ade_mar
9.315396	9.486793	Ade_mar
10.395194	10.532311	Ade_mar
14.457289	15.022898	Isc_par
16.256952	16.462628	Ade_mar
17.696682	18.356558	Isc_par
19.556333	19.847707	Ade_mar
20.670410	20.858946	Ade_mar
25.752315	25.966560	Ade_mar
26.420761	26.952090	Isc_par
27.166335	27.817642	Isc_par
29.068836	29.300221	Ade_mar
39.643996	40.158185	Den_ber
40.535257	40.860911	Ade_mar
42.900528	43.440427	Isc_par
59.020363	59.226039	Sci_hay
