0.937324	1.104245	Ade_mar
1.690608	1.827568	Ade_mar
6.265948	6.398629	Ade_mar
6.796671	7.002112	Ade_mar
12.681698	12.810098	Ade_mar
16.259794	16.443835	Ade_mar
19.807930	19.932051	Ade_mar
24.939673	25.110874	Ade_mar
26.446240	26.613161	Ade_mar
29.806056	29.985816	Ade_mar
30.336778	30.430938	Ade_mar
30.854660	31.107181	Ade_mar
35.241680	35.412881	Ade_mar
43.403677	43.574878	Ade_mar
45.269766	45.393886	Ade_mar
51.612755	51.783956	Ade_mar
53.346163	53.521643	Ade_mar
58.593466	58.768947	Ade_mar
