0.000000	41.604354	SPHSUR_M
0.000000	17.264169	ELABIC_M
0.917261	1.375892	BOABIS_M
1.375892	1.769004	SCIPER_M
3.439730	3.996639	BOABIS_M
4.881141	41.276760	SCIPER_M
8.681223	10.745061	BOABIS_M
13.398567	13.857198	BOABIS_M
16.674501	17.493484	BOABIS_M
20.212509	20.736658	BOABIS_M
22.243588	22.767737	BOABIS_M
24.372944	26.862654	BOABIS_M
26.207467	35.183524	ELABIC_M
28.041990	28.500620	BOABIS_M
33.611076	34.200744	BOABIS_M
36.395620	41.604354	ELABIC_M
37.116325	37.607715	BOABIS_M
40.392258	40.981926	BOABIS_M
