0.988593	2.339671	PHYALB_M
2.339671	3.723701	PHYALB_C
4.459654	5.964513	PHYALB_M
5.964513	7.996621	PHYALB_C
8.468949	9.896917	PHYALB_C
11.050276	12.983525	PHYALB_C
13.686524	15.147445	PHYALB_C
15.883398	17.256444	PHYALB_M
18.025350	20.573724	PHYALB_C
21.661176	22.946348	PHYALB_C
23.858050	25.879174	PHYALB_C
26.889736	29.306297	PHYALB_C
29.833547	31.503171	PHYALB_M
31.140687	32.469796	PHYALB_C
33.392483	51.758348	PHYALB_M
34.282217	35.468529	PHYALB_C
37.357840	38.621043	PHYALB_C
40.444448	41.663713	PHYALB_C
43.761727	45.090836	PHYALB_C
47.441491	48.660756	PHYALB_C
53.010566	54.383613	PHYALB_C
55.295315	56.646393	PHYALB_M
56.910018	58.228142	PHYALB_C
58.656532	60.018594	PHYALB_M
