1.568014	1.824722	Scinax granulatus
\	900.000000	1063.636353
3.005982	3.294524	Scinax granulatus
\	777.272705	1084.090942
4.589575	4.876762	Scinax granulatus
\	859.090881	1043.181885
7.691738	7.957250	Scinax granulatus
\	879.545471	1022.727234
9.133092	9.401314	Scinax granulatus
\	903.308838	1204.411743
9.601803	10.271003	Dendropsophus minutus
\	2015.073608	2084.558838
13.467991	13.733504	Boana leptolineata
\	3682.720459	3775.367676
14.066749	14.353936	Scinax granulatus
\	833.823547	1065.441162
17.724321	18.323079	Dendropsophus minutus
\	1551.838257	1575.000122
24.912126	25.621966	Dendropsophus minutus
\	3566.911865	3659.558838
26.184826	26.859445	Pseudis cardosoi
\	1595.454590	2025.000000
27.792125	27.973649	Boana leptolineata
\	4193.182129	4275.000000
28.196490	28.918522	Pseudis cardosoi
\	552.272705	1329.545410
