1.921309	2.195782	Lep_lat
2.810600	3.052136	Lep_lat
3.776744	3.963386	Lep_lat
8.300054	8.574527	Lep_lat
12.318335	12.559871	Lep_lat
15.260682	15.590049	Lep_lat
19.191131	19.432667	Lep_lat
23.901083	24.153597	Lep_lat
27.073987	27.348460	Lep_lat
30.587237	30.806816	Lep_lat
35.000758	35.220337	Lep_lat
37.207519	37.372203	Lep_lat
43.355707	43.586264	Lep_lat
47.088536	47.373988	Lep_lat
50.448082	50.810386	Lep_lat
53.302598	53.555113	Lep_lat
57.661224	57.957655	Lep_lat
58.868904	59.132398	Lep_lat
