1.181398	1.274378	Phy_dis
1.668177	1.793974	Boa_fab
4.162239	4.277097	Boa_fab
6.525035	6.634424	Boa_fab
8.324479	8.450276	Phy_dis
8.647175	8.745625	Boa_fab
9.429304	9.576979	Phy_dis
12.344513	12.453901	Boa_fab
15.330824	15.445682	Boa_fab
16.129361	16.282505	Phy_dis
16.670835	16.769285	Boa_fab
18.475748	18.585137	Boa_fab
18.907834	18.995345	Boa_fab
20.127517	20.236906	Boa_fab
20.915116	21.024505	Boa_fab
21.445651	21.560509	Boa_fab
23.534975	23.660772	Boa_fab
23.813916	23.934243	Boa_fab
24.847639	25.000783	Phy_dis
25.230499	25.350827	Boa_fab
25.668054	25.804790	Boa_fab
31.126549	31.279693	Phy_dis
37.717217	37.892239	Phy_dis
49.427276	49.574950	Phy_dis
58.823763	58.976908	Phy_dis
