1.315122	1.888616	DENSAN_OVL
\	4123.523438	6033.365723
1.628356	2.031414	UND
\	781.299255	3081.791260
1.955409	2.217972	DENSAN_OVL
\	4340.551270	6033.365723
2.270946	2.455201	DENSAN_MED
\	3863.090576	5512.500000
2.492052	2.852158	DENSAN_OVL
\	4123.523438	6163.582520
2.637674	3.455389	UND
\	-1.000000	2387.303223
2.871514	3.022845	DENSAN_MED
\	4166.929199	5816.338379
3.031643	3.165377	DENSAN_MED
\	4297.145508	5903.149414
3.230738	3.463013	DENSAN_OVL
\	3993.307129	6250.394043
3.549236	3.721683	DENSAN_OVL
\	4210.334473	6467.421387
3.748078	3.862456	DENSAN_CLR
\	4297.145508	6250.394043
3.874774	4.056019	DENSAN_OVL
\	4036.712646	6076.771484
5.643233	5.870292	DENMIN_MED
\	2300.492188	8160.236328
5.787525	5.959972	DENSAN_MED
\	4123.523438	5946.554688
6.016281	6.130659	DENSAN_MED
\	4080.118164	5772.933105
6.057303	6.236834	DENMIN_MED
\	2170.275635	6901.476562
6.176410	6.340059	DENSAN_MED
\	4253.740234	5903.149414
6.394608	6.449158	DENSAN_MED
\	3993.307129	5816.338379
6.494910	6.620208	DENMIN_MED
\	1953.248047	6467.421387
6.620208	22.657652	RHIDIP_OVL
\	-1.000000	1302.165405
6.786648	6.887634	DENSAN_MED
\	3819.685303	5772.933105
6.906335	7.033503	DENMIN_MED
\	2343.897705	5859.744141
7.005451	7.263527	DENSAN_MED
\	3515.846436	5989.960449
7.284099	7.398176	DENMIN_MED
\	2083.464600	6337.205078
7.559006	7.639421	DENSAN_MED
\	3515.846436	5859.744141
8.093721	8.457149	DENSAN_OVL
\	3819.685303	6380.610352
8.540558	8.802703	DENSAN_MED
\	3819.685303	6293.799316
8.850366	8.963565	DENSAN_MED
\	3819.685303	5903.149414
8.963565	9.344866	DENSAN_OVL
\	3732.873779	5859.744141
9.332951	9.446150	DENSAN_MED
\	3646.062988	6076.771484
9.562327	9.895966	DENSAN_OVL
\	3949.901611	5903.149414
9.991292	23.709797	DENSAN_OVL
\	3906.496094	5989.960449
10.277268	10.560265	UND
\	607.677185	2821.358154
13.184692	13.530246	BOAPRA_FAR
\	564.271667	2560.925049
13.717918	14.254124	UND
\	651.082703	3125.197021
15.500759	15.842413	BOAPRA_FAR
\	737.893677	2647.736328
17.138823	18.018697	UND
\	-1.000000	3125.197021
18.584999	18.950053	BOAPRA_FAR
\	737.893677	2387.303223
19.918850	20.241783	DENMIN_MED
\	1909.842651	7509.153320
20.363467	20.574076	DENMIN_MED
\	2257.086670	7292.125977
20.737882	20.929769	DENMIN_MED
\	1866.436890	7639.370605
21.135697	21.365026	DENMIN_MED
\	1909.842651	6901.476562
21.547553	21.772202	DENMIN_MED
\	1996.653564	7509.153320
22.732125	27.194544	RHIDIP_OVL
\	477.460663	1345.570923
23.897004	26.897000	DENSAN_OVL
\	4080.118164	6293.799316
24.009328	24.290139	UND
\	-1.000000	3472.440918
24.486707	25.010887	UND
\	-1.000000	3732.873779
27.070167	27.374379	DENSAN_MED
\	3559.251953	6250.394043
27.463302	28.174689	DENSAN_OVL
\	3906.496094	6120.176758
27.496063	27.973442	UND
\	564.271667	2734.547363
28.070346	33.500914	RHIDIP_MED
\	-1.000000	1041.732300
28.193410	33.032717	DENSAN_OVL
\	3993.307129	6033.365723
28.876717	29.522582	UND
\	477.460663	2474.114258
29.686388	30.168447	UND
\	564.271667	2560.925049
31.207447	31.928195	UND
\	651.082703	3081.791260
33.224605	33.397771	DENSAN_MED
\	4210.334473	6033.365723
33.500914	40.611592	RHIDIP_MED
\	607.677185	1128.543335
33.556898	34.010875	DENSAN_OVL
\	4297.145508	6337.205078
34.235524	34.736303	DENSAN_OVL
\	4166.929199	6250.394043
34.797146	35.363447	DENSAN_OVL
\	3993.307129	5989.960449
35.545974	37.984349	DENSAN_OVL
\	4123.523438	6120.176758
37.928187	38.297921	UND
\	651.082703	3342.224365
38.414925	38.882944	UND
\	607.677185	3472.440918
41.124750	42.542845	DENSAN_OVL
\	4253.740234	6163.582520
41.854858	42.397759	UND
\	564.271667	2560.925049
42.514764	42.837696	DENMIN_MED
\	2126.870117	7118.503906
42.580286	42.996823	UND
\	434.055115	3125.197021
42.996823	43.286994	DENMIN_MED
\	2083.464600	6727.854492
43.446120	43.698850	DENMIN_MED
\	2257.086670	6771.259766
43.787773	45.318192	DENSAN_OVL
\	4297.145508	6033.365723
43.862656	44.115386	DENMIN_MED
\	1953.248047	6597.637695
44.017102	44.503841	UND
\	694.488159	2604.330811
44.550643	44.990580	UND
\	824.704712	2300.492188
