0.363883	1.258245	ODOAME_MED
\	-1.000000	755.136963
1.416074	1.994779	BOAPRA_MED
\	703.723389	1829.680908
4.059703	4.787469	BOPRA_MED
\	516.063843	1923.510620
7.965962	10.206252	BOAPRA_CHO
\	516.063843	2064.255371
8.399991	9.035690	ODOAME_MED
\	516.063843	1313.617065
10.877024	11.591637	ODOAME_MED
\	-1.000000	805.479431
14.945496	15.603115	ODOAME_MED
\	1913.013672	1913.013672
18.579939	19.263863	ODOAME_MED
\	604.109558	1308.904175
21.736512	22.087242	BOAPRA_FAR
\	562.978699	1923.510620
23.341103	23.906655	BOAPRA_MED
\	656.808533	1970.425537
24.621268	25.261351	BOAPRA_FAR
\	750.638245	1735.850952
58.593884	59.983653	BOAPRA_CHO
\	469.148926	1970.425537
63.170915	64.367782	BOAPRA_CHO
\	562.978699	1829.680908
69.720803	70.637086	BOAPRA_CHO
\	609.893616	2251.914795
74.087396	76.410984	BOAPRA_CHO
\	656.808533	1782.765991
74.429358	75.275495	ODOAME_MED
\	609.893616	1266.702148
79.633319	80.286554	BOAPRA_CHO
\	516.063843	1970.425537
90.356899	91.154810	BOPRA_CHO
\	516.063843	2111.170410
105.846026	106.402811	BOAPRA_FAR
\	-1.000000	1876.595703
